"10.1017/S0956536113000047","SHIFTING ALLIANCES: EPICLASSIC AND EARLY POSTCLASSIC INTERACTIONS AT CERRO PORTEZUELO","Destiny L. Crider, ","24",1,"","2013-01-01T00:00:00Z","107-130",""
"10.2307/25478201","","Richard Burger, Joanne Pillsbury, ","18",4,"","2007-01-01T00:00:00Z","474-475",""
"10.2307/25478201","","Richard Burger, Joanne Pillsbury, ","18",4,"","2007-01-01T00:00:00Z","474-475",""
"10.2307/25478201","","Richard Burger, Joanne Pillsbury, ","18",4,"","2007-01-01T00:00:00Z","474-475",""
"10.2307/971623","","Anthony P. Andrews, Thomas H. Guderjan, James F. Garber, ","7",2,"","1996-01-01T00:00:00Z","173-174",""
"10.2307/971623","","Anthony P. Andrews, Thomas H. Guderjan, James F. Garber, ","7",2,"","1996-01-01T00:00:00Z","173-174",""
"10.2307/971623","","Anthony P. Andrews, Thomas H. Guderjan, James F. Garber, ","7",2,"","1996-01-01T00:00:00Z","173-174",""
"10.1017/S0956536112000107","THE GROWTH AND DECLINE OF THE ANCIENT MAYA CITY OF LA MILPA, BELIZE: NEW DATA AND NEW PERSPECTIVES FROM THE SOUTHERN PLAZAS","Gregory Zaro, Brett A. Houk, ","23",1,"","2012-01-01T00:00:00Z","143-159",""
"10.2307/972064","","Ernesto Salazar, Robert E. Bell. R.E., ","12",2,"","2001-01-01T00:00:00Z","226-226",""
"10.2307/972064","","Ernesto Salazar, Robert E. Bell. R.E., ","12",2,"","2001-01-01T00:00:00Z","226-226",""
"10.2307/972064","","Ernesto Salazar, Robert E. Bell. R.E., ","12",2,"","2001-01-01T00:00:00Z","226-226",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
"10.1017/S0956536100001607","Obsidian Procurement and Distribution in the Tikal-Yaxha Intersite Area of the Central Maya Lowlands","Anabel Ford, Fred Stross, Frank Asaro, Helen V. Michel, ","8",1,"","1997-01-01T00:00:00Z","101-110",""
